language,sentence_id,word_id,word,FFDAvg,FFDStd,TRTAvg,TRTStd
en,1279,11.0,a,6.464319819428769,1.6705402600635977,8.469702231096448,3.889489299546061
en,1279,12.0,race,6.917556500853663,2.176322419768644,13.045113869838238,10.851042840494829
en,1279,13.0,against,4.970917614376248,0.6550679110859141,11.169372341349078,7.926521593693876
en,1279,14.0,Alexander,5.050592740496378,1.52270247580728,6.326745184284903,4.8924314231861565
en,1279,15.0,"Winton,",6.4415313829325465,3.0548218106744556,10.006655670341754,5.226265871504685
en,1279,16.0,a,6.547877419914923,3.339310257709005,6.547877419914923,3.339310257709005
en,1279,17.0,well-known,5.978166507509331,2.0686873874711726,12.191813525479644,7.071335968065831
en,1279,18.0,driver,5.727493706050872,2.3823656677589904,14.949214341522698,8.110198380200005
en,1279,19.0,and,7.334838093584512,1.7484090995591046,21.050438406111642,11.442984004138445
en,1279,20.0,the,5.3544385604460265,1.6784406913127257,10.816911190207485,5.236912943738674
en,1279,21.0,heavy,6.303419646591798,1.7589688649731499,19.584244213118247,11.146068312799878
en,1279,22.0,favorite,6.414522865603689,2.3285596878422523,7.069479410828487,3.79831581824861
en,1279,23.0,on,9.562856624233481,2.7039577678663806,24.114309165094824,8.343224161640764
en,1279,24.0,October,7.049223022831843,2.9402480362469174,7.049223022831843,2.9402480362469174
en,1279,25.0,"10,",5.330323812830975,1.5073179506769436,5.330323812830975,1.5073179506769436
en,1279,26.0,1901.,6.964146193245941,2.9439717508245997,9.242989842868305,6.753884995196847
en,1381,0.0,These,9.467835749631043,5.139680753430922,23.687820123274587,13.64402090827664
en,1381,1.0,experiments,6.927684694851982,3.2339245722562886,6.927684694851982,3.2339245722562886
en,1381,2.0,culminated,9.060129903953152,6.538799011922038,10.651177106598583,8.093763299673691
en,1381,3.0,in,7.5758891107445665,2.392741621324419,7.5758891107445665,2.392741621324419
en,1381,4.0,1896,7.316607344387534,1.4158041507625905,7.316607344387534,1.4158041507625905
en,1381,5.0,with,8.228144804236479,7.429462131526631,9.151836096883411,9.486765260083423
en,1381,6.0,the,6.2440315999652745,1.2971659644859594,9.555951037416444,5.666564529076984
en,1381,7.0,completion,5.8743525190265355,1.9382727898217968,5.8743525190265355,1.9382727898217968
en,1381,8.0,of,7.115516656275402,2.3333229652382315,11.35830919666322,9.879184304286742
en,1381,9.0,his,7.7885811847093205,3.629382887256775,10.837167578204127,5.220869354739964
en,1381,10.0,own,7.162080041670285,2.734708836836139,9.271638163034986,6.048069391087049
en,1381,11.0,self-propelled,10.133258095320775,4.388126983063882,10.133258095320775,4.388126983063882
en,1381,12.0,vehicle,8.58060595537807,4.076610036834007,16.140289955725326,12.518565779746075
en,1381,13.0,named,6.4111468009375825,2.247865896943257,21.6885146280059,16.623484752440298
en,1381,14.0,the,6.26530080736175,1.4683995236883869,16.814827676013547,13.073738647960695
en,1381,15.0,"Quadricycle,",6.2288393089677925,2.447852099142464,13.650273461237955,11.525558962106741
en,1381,16.0,which,7.725279972219812,4.714935002485642,27.71073877940793,24.9238677001336
en,1381,17.0,he,9.312874381456725,4.190209021991653,13.080562548832365,11.558870535483903
en,1381,18.0,test-drove,9.106693289348033,4.4503374653033205,11.016581300460107,6.550088497641054
en,1381,19.0,on,6.0829933153919615,1.9734026441536807,11.126833926556122,7.711192140711246
en,1381,20.0,June,5.9857626530080745,1.4699356091236306,11.272679920131955,5.538568415714194
en,1381,21.0,4,5.611019475070172,1.155147055655095,12.984344705848308,13.766775401752241
en,1381,22.0,of,4.4589374077610895,1.0353393849364114,9.586335619411408,8.000703641954685
en,1381,23.0,that,7.3395645841170625,2.7473741354777537,15.091009057499207,11.062408330969381
en,1381,24.0,year.,7.014497786266168,2.232486602091244,9.83592325722719,6.115023615267639
en,1389,0.0,Ford,5.425818213386578,1.600785698567954,10.469658824550741,11.319372975766484
en,1389,1.0,was,6.887171918858697,2.1547360805701854,11.546141158086641,5.740354431463968
en,1389,2.0,born,5.949301154614116,2.1952635613930647,8.215990971438492,4.434048839412156
en,1389,3.0,on,7.222849205660213,1.8309674724862264,10.096362531469746,5.488594791819861
en,1389,4.0,a,8.641375119368,2.5426648982840057,14.949214341522698,7.968874365795541
en,1389,5.0,prosperous,6.9608315115737645,2.2481902935897584,16.341380643837454,8.421012411926537
en,1389,6.0,farm,9.434412709436582,5.826125459225732,13.840177098706484,14.370507744392144
en,1389,7.0,in,7.255838180397603,2.1533216913130047,15.496136817432067,10.588957802177402
en,1389,8.0,Springwells,6.289608472957723,4.425939658264613,6.289608472957723,4.425939658264613
en,1389,9.0,Township,6.178198338976184,1.8220618188029285,19.736474038062717,17.619934420524253
en,1389,10.0,(now,6.0566600109963264,2.39176395242402,8.011401452672397,3.0175831805475424
en,1389,11.0,in,6.405069884538587,2.127181162978472,7.085684521225801,3.2437871629308885
en,1389,12.0,the,6.762739821165033,2.6221769356465114,10.113725149752582,4.909012299443737
en,1389,13.0,city,7.041626877333102,3.082489797212411,11.43219897560552,5.641809923540473
en,1389,14.0,of,7.518013716468443,2.6891560775893804,10.096362531469746,6.351703232804321
en,1389,15.0,"Dearborn,",7.482203316260092,3.1836874124748653,16.05825158433892,9.303028353293461
en,1389,16.0,Michigan),7.465925861619932,3.6056533204990684,9.670978383540238,7.129738858524915
en,1389,17.0,owned,6.77142113030645,2.6151594255193067,8.768122232832711,4.885366385082025
en,1389,18.0,by,6.364188810581727,2.8321417743075616,22.097877814519887,17.495573659874992
en,1389,19.0,his,8.331452383019357,2.5422291498191885,26.009202187689905,15.108006693906246
en,1389,20.0,"parents,",9.738258529386233,3.235969869993562,19.901901206701968,8.818790146414214
en,1389,21.0,William,7.723760743120063,2.5281481665198577,18.46167202014064,15.518265353934881
en,1389,22.0,Ford,5.7730705790433205,1.7975761125834409,7.8027606563069725,5.987936992133025
en,1389,23.0,(1826-1905),5.037088481831949,1.3938691261610836,20.931600929864672,18.09773937838184
en,1389,24.0,and,8.91281071852302,5.458156948610866,31.255606678820506,25.265725432539163
en,1389,25.0,Mary,11.30306450212692,4.319849872562203,17.926903377029255,8.824511242847466
en,1389,26.0,Litogot,9.58329716121191,5.709718500785319,14.377984200017364,8.832444868295859
en,1389,27.0,"(c1839-1876),",7.99452112934186,2.5586472242707967,10.405031300942404,5.5137575573333395
en,1389,28.0,immigrants,6.828934803368348,2.5882115174892633,10.604219116242732,8.022318817772698
en,1389,29.0,from,6.736695893740777,1.172298219966178,9.83592325722719,5.314949107229375
en,1389,30.0,County,7.920247706687503,3.3319387741776287,15.617675145411928,8.116449296358189
en,1389,31.0,"Cork,",10.178834968313224,5.716917267750791,13.399600659779495,6.824878418135805
en,1389,32.0,Ireland.,8.051914228665682,4.25619718235987,10.095277367827068,7.95160588120656
en,1194,0.0,Henry,8.173452556645541,8.70209335932849,12.776716728882716,10.317459255768973
en,1194,1.0,Ford,6.3078392221547,2.975662707244999,17.045750499175274,8.87323440419735
en,1194,2.0,advocated,6.522556934919119,1.9322300836720638,16.211862526646794,10.939917070074657
en,1194,3.0,long-time,9.074861822496166,3.6178498728852655,12.984344705848308,4.461604535123263
en,1194,4.0,associate,6.649882802326591,2.4266756674647465,21.659866307839227,16.58697112758151
en,1194,5.0,Harry,0.0,0.0,0.0,0.0
en,1194,6.0,Bennett,8.577133431721503,3.803364661296603,10.851636426773156,4.8115028481547135
en,1194,7.0,to,13.642677315739212,7.6331649950701115,17.562288393089677,11.745281908292293
en,1194,8.0,take,6.453685215730532,2.6044705515155457,13.557600486153312,10.335937845940933
en,1194,9.0,the,6.029651493667468,1.461551385280344,10.438791947603477,8.823139448128185
en,1194,10.0,spot.,9.60152791040889,3.1798013078794307,12.06267905200104,6.660394631369077
en,1205,0.0,Edsel's,6.1579419509795414,1.3844170544189882,18.223997067646692,11.857130828218725
en,1205,1.0,widow,6.5098966924212185,3.1863376043844585,9.578739473912666,8.364598471307803
en,1205,2.0,"Eleanor,",8.308802058259474,2.786395843352546,22.60060453480021,11.034832008063193
en,1205,3.0,who,8.220410547001398,2.939631399825472,17.02089038663394,12.930286001205898
en,1205,4.0,had,5.347686431113812,1.7862413264500996,7.389530341175448,4.29565352513914
en,1205,5.0,inherited,7.650837746332147,3.083026245804253,17.805365049049396,8.516889810439576
en,1205,6.0,Edsel's,7.562384852080138,4.449771057636801,11.606910322076569,7.463049623933529
en,1205,7.0,voting,5.335532598315826,0.5835105629940419,8.349683132216338,2.63229404346194
en,1205,8.0,"stock,",7.421434152270162,3.4144387334475685,10.816911190207485,3.9066855714379742
en,1205,9.0,wanted,7.122146019619759,2.473569570710595,11.843910061637294,4.669828978651184
en,1205,10.0,her,9.03434904650288,5.783828425081501,16.620366351245767,11.976475272928147
en,1205,11.0,son,6.806146366872124,0.7164578770540947,6.806146366872124,0.7164578770540947
en,1205,12.0,Henry,7.359820972113706,2.133085181853212,14.726394073559627,13.949600972674613
en,1205,13.0,Ford,5.695728006692502,1.7229083446358204,12.159357267439564,12.865951605938086
en,1205,14.0,II,5.809532077437277,1.1874114262962736,6.635992707700321,1.317724358701334
en,1205,15.0,to,6.094279017275807,1.582611625077721,6.094279017275807,1.582611625077721
en,1205,16.0,take,6.353753701613758,3.5366545472290762,9.655544945066604,5.912393429807818
en,1205,17.0,over,4.9830714471742334,1.7289105595584968,8.370952339612813,3.1531023916147127
en,1205,18.0,the,5.712301415053389,0.945346334774966,5.712301415053389,0.945346334774966
en,1205,19.0,position.,6.887171918858697,2.1228076095807342,7.53537633475128,2.259436416921073
en,1214,0.0,In,6.137685562982898,0.6950037273268206,6.137685562982898,0.6950037273268206
en,1214,1.0,"1879,",5.5852386176199005,1.8435114006484363,8.253557363723178,5.041776832887131
en,1214,2.0,he,4.907109992186823,0.945834507456495,4.907109992186823,0.945834507456495
en,1214,3.0,left,6.661819602396041,4.135995845261009,9.707873947391269,4.614428178217122
en,1214,4.0,home,6.846659142865411,1.8176651899091,9.084990016494489,4.909569304148931
en,1214,5.0,for,8.0367219376682,2.195202814130081,8.0367219376682,2.195202814130081
en,1214,6.0,the,6.283531556558731,1.4632909605997049,8.307144717423387,4.424066554643001
en,1214,7.0,nearby,6.3929160517406025,1.1193556107252052,10.142373469919264,3.9817536246093863
en,1214,8.0,city,6.7540585120236125,1.7056655388024946,7.483288479902768,1.5080177810716924
en,1214,9.0,of,5.505686257487628,0.977609465164208,7.681222328327112,3.4759749321995983
en,1214,10.0,Detroit,6.650847392231192,1.9801590616997904,16.360409371955512,10.738092593280824
en,1214,11.0,to,6.671103780227837,2.0341286911348173,11.552893287418856,7.0838734914643835
en,1214,12.0,work,7.087203750325549,2.777762882657603,7.710087681222327,2.7660580718253605
en,1214,13.0,as,10.004123621842174,6.667376119376486,14.090849900164946,9.743253064365108
en,1214,14.0,an,4.739994791214516,0.0,4.739994791214516,0.0
en,1214,15.0,apprentice,8.284862690627081,2.299880712984498,8.284862690627081,2.299880712984498
en,1214,16.0,"machinist,",6.356454553346643,2.1416664336934668,11.637294904071537,7.438219040731133
en,1214,17.0,first,7.636658274734497,4.35267312026798,7.636658274734497,4.35267312026798
en,1214,18.0,with,6.428027124268117,1.6984893762620306,12.444174359271154,8.616254112362148
en,1214,19.0,James,6.988453858841911,3.5064035812992795,7.926035246115114,3.5107640645709037
en,1214,20.0,F.,6.431403188934223,2.6420030325168242,13.612292733744248,12.580244401896591
en,1214,21.0,Flower,5.823711549034928,1.736517184682994,5.823711549034928,1.736517184682994
en,1214,22.0,&,5.14512255114738,2.249074886984624,11.701440132727571,15.506116163972047
en,1214,23.0,"Bros.,",6.6542234568972995,4.134938620220703,6.6542234568972995,4.134938620220703
en,1214,24.0,and,12.761524437885232,9.281582195972392,12.761524437885232,9.281582195972392
en,1214,25.0,later,6.0693202534942285,2.276194310299035,9.525566455421476,4.0689741399939985
en,1214,26.0,with,9.66229707439882,0.0,9.66229707439882,0.0
en,1214,27.0,the,5.1653789391440235,2.2344549731044645,5.1653789391440235,2.2344549731044645
en,1214,28.0,Detroit,6.7895729585112345,1.7926575651269443,23.970672959300448,18.563867890483472
en,1214,29.0,Dry,8.352997813888518,3.9210347615026473,15.037605852780784,7.022105726912564
en,1214,30.0,Dock,7.109992186821773,2.048200309479452,8.132939780652256,3.166398073758025
en,1214,31.0,Co.,6.488796288258048,3.09561750579806,16.785793519885022,11.09964117096779
en,1232,0.0,He,7.304453511589547,2.0103482857462946,13.138293254622795,8.8514064916714
en,1232,1.0,is,7.717683826721069,2.9067740325274696,19.142286656827853,15.898048389240556
en,1232,2.0,of,7.985068148276762,3.3882828171034225,13.745984894522095,9.705522304844822
en,1232,3.0,three,9.525566455421476,2.600737999549944,14.812483722545359,5.678232659007229
en,1232,4.0,quarters,8.933067106519665,3.012554648600298,22.326590849900164,18.88964821694812
en,1232,5.0,Irish,5.9452498770147875,2.194908399731619,12.599473333912089,9.912020069633954
en,1232,6.0,and,7.991145064675753,2.8790092922692136,7.991145064675753,2.8790092922692136
en,1232,7.0,one,5.393263304106259,1.248728692735842,5.393263304106259,1.248728692735842
en,1232,8.0,quarter,5.4768209045924126,1.1463314527562385,8.697586596058686,3.2795146234793724
en,1232,9.0,French,5.226148103133952,1.9515639589447384,7.353068842781491,3.3494781302767493
en,1232,10.0,descent.,8.021529646670718,4.485171293876193,9.593931764910149,5.403179614138742
en,1250,0.0,When,6.760569493879678,1.4648664166475205,13.072966403333625,9.279503787136864
en,1250,1.0,Baldwin,6.666377289695285,1.6131641048715741,15.009983505512633,10.79819387396479
en,1250,2.0,was,5.752814191046678,2.650492445040076,7.717683826721069,3.00914762816146
en,1250,3.0,"young,",10.85337268860144,5.897051697147895,15.982290129351506,6.596464059937568
en,1250,4.0,he,6.699800329889747,4.920935591086357,14.166811355152356,10.638518868061649
en,1250,5.0,had,0.0,0.0,0.0,0.0
en,1250,6.0,a,5.566455421477559,1.7447206916937803,5.566455421477559,1.7447206916937803
en,1250,7.0,job,6.644095262898978,1.1014149034008422,18.77091954355605,16.18142159463231
en,1250,8.0,as,9.702809850392104,4.345030638401386,12.802037213878519,3.7373447566742164
en,1250,9.0,a,7.266255751367306,1.83446969962482,8.525045576872992,3.59544569500331
en,1250,10.0,busboy,8.434759961802241,3.5238896581544252,17.519749978296726,12.008093758209146
en,1250,11.0,at,8.370952339612813,3.7544679835692967,15.38219463495095,8.931941270571556
en,1250,12.0,famous,6.699800329889747,2.196884425214194,6.699800329889747,2.196884425214194
en,1250,13.0,New,7.690675309392213,3.499785675319368,15.691948568066287,13.144546386993074
en,1250,14.0,York,5.9621302003453245,1.7132821354346341,34.86799587155521,27.33301777275605
en,1250,15.0,City,6.4111468009375825,1.3611026650615088,8.948259397517145,6.335628590733132
en,1250,16.0,disco,6.365569927945134,1.0898587552009225,9.244509071968052,4.805699599434036
en,1250,17.0,Studio,6.286232408291616,1.464811394339211,11.701440132727571,6.622034447779843
en,1250,18.0,54.,6.7183686855533375,2.4613595318232218,9.054605434499523,6.323716990712318
en,1268,0.0,"Baldwin,",10.610296032641724,5.840893563762879,12.579216945915446,5.922266039794403
en,1268,1.0,a,6.299736666956044,1.121626036974852,7.484735364759673,3.1486207879356747
en,1268,2.0,liberal,8.176214791372356,3.9612325952623273,12.518447781925516,6.333942880892553
en,1268,3.0,"Democrat,",6.848684781665074,2.2607526579221044,8.185606389443528,3.2140766854123566
en,1268,4.0,has,7.632606997135168,3.2504024048968514,18.3219029429638,11.054022474827418
en,1268,5.0,always,6.259223890962758,2.407359009571873,9.393176491014843,6.482758518960553
en,1268,6.0,had,8.933067106519665,5.719731108726858,8.933067106519665,5.719731108726858
en,1268,7.0,an,5.0091153745984895,1.9893146179855976,9.870648493792864,6.568024760749777
en,1268,8.0,active,10.002604392742423,6.3444999181718815,15.101137251497526,10.05301700130332
en,1268,9.0,interest,7.6872992447261055,3.82435562704418,18.10921086899905,18.563164391944785
en,1268,10.0,in,7.856584772983767,6.451433568194709,24.55074225193159,16.22271123623915
en,1268,11.0,politics,7.1977698681405595,1.9255558775368669,18.40630455961648,10.048087292887667
en,1268,12.0,and,5.924993489018143,1.7294139635781594,7.53537633475128,4.2934177729778105
en,1268,13.0,is,6.650847392231192,1.8644131808538524,13.315199043126814,11.190540669681976
en,1268,14.0,frequently,6.0693202534942285,2.678463500617258,7.049223022831843,4.455905498277025
en,1268,15.0,rumored,7.220481575894373,1.5797220161158596,21.28025633538265,18.939669403124107
en,1268,16.0,to,7.52985186529765,2.4314432129251458,33.48380935845125,22.510378147057963
en,1268,17.0,be,6.962409931417657,4.41345610035425,20.218768990363746,14.808100496883847
en,1268,18.0,a,5.9857626530080745,1.8975165374072744,5.9857626530080745,1.8975165374072744
en,1268,19.0,candidate,7.604826807882628,2.3141348122677647,18.578001562635645,13.509843690799668
en,1268,20.0,for,6.160473999479121,1.6511641168679057,12.161428943484678,7.401833672019694
en,1268,21.0,public,6.144437692315113,2.363061987086149,9.54075874641896,5.9004792922679306
en,1268,22.0,office.,7.459414879763869,3.3868734382773886,21.413534160951468,16.5235923372924
en,1290,0.0,He,8.082298810660648,4.677252186275093,27.7888705616807,23.14961439881014
en,1290,1.0,played,6.893924048190912,3.8698449571447258,15.415111265445494,15.81899078321188
en,1290,2.0,William,6.995205988174128,1.8363060940057336,17.420493677113175,16.034338619796493
en,1290,3.0,Barrett,5.719053544385606,2.74580550912552,10.128193998321613,11.410088204401564
en,1290,4.0,Travis,4.739994791214516,1.0253014456568144,5.560378505078566,2.28161034315794
en,1290,5.0,in,5.6616604450617825,2.39569792538716,6.6542234568972995,2.5892941394691875
en,1290,6.0,a,5.935121683016466,1.8274585335278117,5.935121683016466,1.8274585335278117
en,1290,7.0,movie,6.701970657175102,2.4578890230920987,6.701970657175102,2.4578890230920987
en,1290,8.0,about,6.191702597640612,1.4272490563359832,13.612292733744248,7.207361192517678
en,1290,9.0,the,8.02912579216946,2.7361432375270933,8.500086813091414,3.3293259147318435
en,1290,10.0,Alamo,6.238967502966113,1.3871707017894446,8.345631854617011,1.874082658656777
en,1290,11.0,called,7.254318951297857,2.3809766367365257,11.439795121104266,6.349370275964178
en,1290,12.0,Thirteen,6.757531035680182,1.4856786749661919,10.585988367045749,5.953734596440794
en,1290,13.0,Days,5.940185780015626,1.860809808169992,6.4567236739300276,2.229195547575831
en,1290,14.0,of,4.618456463234656,1.4971923771730955,4.618456463234656,1.4971923771730955
en,1290,15.0,Glory.,7.9607604826807865,2.1868457245963366,12.59657956419828,8.234368543435583
en,1301,0.0,In,6.247070058164772,2.6262545699405657,9.09106693289348,3.8029554516187183
en,1301,1.0,"1998,",7.083948259397517,2.8175005700345257,10.131087768035421,7.683612521583218
en,1301,2.0,he,7.223934369302891,2.6065928866929178,7.6037416442399515,2.948478881196509
en,1301,3.0,began,6.311311745811268,1.6662385314669519,6.311311745811268,1.6662385314669519
en,1301,4.0,narrating,5.8743525190265355,1.3630005548958484,8.831785166536447,5.8487176569631645
en,1301,5.0,the,8.222067887837486,3.731911716286082,13.247677749804671,9.140413116948805
en,1301,6.0,American,7.53537633475128,1.9787339367333023,15.226051644143492,7.891988589002925
en,1301,7.0,version,5.9857626530080745,1.8261108500601968,5.9857626530080745,1.8261108500601968
en,1301,8.0,of,6.988453858841911,3.1050944603352137,8.203837138640507,3.7682482102129775
en,1301,9.0,the,6.83219029429638,1.6909621438201354,8.811528778539804,4.631630977898727
en,1301,10.0,children's,6.493619237781058,1.936184964644223,7.917353936973695,4.6693124209290024
en,1301,11.0,series,6.431403188934223,0.8801394757040131,6.431403188934223,0.8801394757040131
en,1301,12.0,Thomas,6.279480278959401,3.4570836242111875,11.890499754029571,13.135888876817504
en,1301,13.0,the,5.428711983100384,1.5192290997482418,7.467855041429137,5.69834012930916
en,1301,14.0,Tank,5.894608907023178,2.6105997164350048,5.894608907023178,2.6105997164350048
en,1301,15.0,Engine,6.7318729442177645,1.8521584299603395,12.700755273895304,10.12905485822648
en,1301,16.0,and,7.079607604826808,4.679488689803977,7.079607604826808,4.679488689803977
en,1301,17.0,Friends.,8.325375466620368,4.9856645782370235,11.532636899422211,7.665577674137355
en,1311,0.0,He,10.537373035853808,6.12603209076209,20.69797725497005,10.075465080785936
en,1311,1.0,is,6.730184911884713,1.6295559569780262,16.498828023265908,9.004271250952453
en,1311,2.0,infamous,7.022214505502986,2.152830962202456,24.59125502792488,14.039649767841732
en,1311,3.0,for,10.148450386318256,9.507412905472231,22.76142797889477,14.907968767179787
en,1311,4.0,his,7.332812454784848,2.2307332910989417,19.22331220881442,10.697530640443409
en,1311,5.0,1994,7.299051808123777,2.5282171435508043,15.658187921405215,12.528510474093766
en,1311,6.0,appearance,6.758881461546624,1.8250432281971307,15.671692180069645,10.161107789489012
en,1311,7.0,on,7.663666792063353,2.3367392016501043,24.051084681347728,11.242491513155986
en,1311,8.0,Saturday,8.008025388006287,3.2521124672681307,17.987672541019187,14.786025506235747
en,1311,9.0,Night,8.879050071861949,4.3531090916159085,23.848520801381287,13.58279556704972
en,1311,10.0,Live,7.754145325115028,2.7168037944459216,24.331973261567846,18.95747292044143
en,1311,11.0,as,6.433935237433804,1.7121805353085706,14.05286917267124,7.851208675656139
en,1311,12.0,he,9.702809850392104,4.9198008589536615,14.888445177532773,7.261088690849548
en,1311,13.0,potrays,6.5098966924212185,3.1876618740851868,11.143545446653356,6.880917153010333
en,1311,14.0,Mr.,5.570506699076887,1.9236104269365548,21.47177127644182,13.735074622164571
en,1311,15.0,"Armstrong,",6.4010186069392585,2.103131128825514,15.516393205428713,7.407235136770638
en,1311,16.0,a,7.201145932806669,1.8195265986814668,13.496831322163384,10.411761755128712
en,1311,17.0,scoutmaster,6.054127962496746,2.1797023835067613,13.30085076829586,13.818937573414708
en,1311,18.0,who,6.333497313617117,1.625441035172818,15.347589972123352,9.002101549946653
en,1311,19.0,is,6.8128984962043395,2.1076136559506646,21.539292569763965,10.82497849377532
en,1311,20.0,a,6.644095262898978,2.0560732736352145,12.619729721908731,8.804715807341204
en,1311,21.0,"pedophile,",6.34024944294933,0.9614851984158432,8.264606302630437,3.64969298576882
en,1311,22.0,he,6.099704835489192,1.4180892574076966,10.892872645194897,4.070659283864264
en,1311,23.0,rips,7.391049570275197,1.5082291243064436,14.204792082646065,10.285092845389926
en,1311,24.0,his,6.947941082848628,1.9603746762403325,8.041786034667362,3.2141468997373805
en,1311,25.0,shirt,7.879734930694215,4.3065790706107565,12.275371125965796,5.203753320601333
en,1311,26.0,and,7.2619150967965975,1.488410389002904,7.2619150967965975,1.488410389002904
en,1311,27.0,puts,7.31930819612042,1.7505082490178905,38.547906357612064,13.805538354240069
en,1311,28.0,his,7.4897994617588335,2.544593744526708,17.980076395520445,15.731835564263024
en,1311,29.0,mouth,4.77037937320948,1.8220618188029283,4.77037937320948,1.8220618188029283
en,1311,30.0,around,6.026275429001361,0.7326822622975685,12.629857915907051,7.097194907054628
en,1311,31.0,Adam,7.380077360110349,2.2603578661008625,18.156475774324544,15.914148613506686
en,1311,32.0,Sandler's,7.4746071707613515,1.5469303659953986,10.66498828023266,6.058810600148645
en,1311,33.0,neck.,6.097172786989612,0.7319258364738004,13.622420927742569,10.288951084336693
en,1325,0.0,In,6.839907013533196,1.9552923797715949,7.8054615080398575,3.7224661087579918
en,1325,1.0,1954,7.076845370099993,2.5686549313330933,44.466454632267634,24.923198053886534
en,1325,2.0,"she,",7.130248574818416,2.8997781763375663,11.350329407452419,8.323034070638581
en,1325,3.0,along,8.568452122580085,2.905503311578208,8.568452122580085,2.905503311578208
en,1325,4.0,with,7.423966200769743,3.208109246039643,9.257169314465957,3.646892497988874
en,1325,5.0,Bing,8.244349914633792,6.0189855289480505,8.980332011845164,6.067092550435852
en,1325,6.0,"Crosby,",5.793326967039963,2.142202817717186,8.629221286570015,6.629355978392602
en,1325,7.0,Danny,8.112683392655612,5.406304348542463,9.459733194432387,5.688158222024766
en,1325,8.0,"Kaye,",6.826402754868767,3.1757339495851182,14.62511213357641,10.789607421631858
en,1325,9.0,and,4.314610643285008,1.1172274865522325,8.143067974650577,6.531483767536128
en,1325,10.0,"Vera-Ellen,",5.005859883670458,1.4236586033670349,13.718638770726626,6.472802375932997
en,1325,11.0,starred,6.337355673235524,1.181338734003352,11.980206615157563,3.5663489966164685
en,1325,12.0,in,7.014497786266168,2.2517024430412027,12.674711346471048,5.388715926922541
en,1325,13.0,the,6.319993054952687,1.4008577488765162,22.269136367582412,13.346667271253311
en,1325,14.0,movie,7.0087102468385565,2.3556707427322143,21.532540440431752,31.57533637459059
en,1325,15.0,White,8.14914489104957,2.4201848851475503,16.0734438753364,8.606426518087863
en,1325,16.0,Christmas.,7.596145498741209,0.0,7.596145498741209,0.0
en,1333,0.0,Clooney's,7.5874641895997925,3.4000747438449523,12.700755273895304,8.869522660800685
en,1333,1.0,first,5.481378591891659,1.5206598774286648,19.440055560378504,9.318662836349828
en,1333,2.0,"recordings,",6.745377202882196,2.9024831196674974,9.243665055801527,7.482165185483326
en,1333,3.0,in,5.492013195589894,1.2261600088364226,9.47239343693029,6.083895419513644
en,1333,4.0,May,5.08435338715745,1.3737953424665081,5.08435338715745,1.3737953424665081
en,1333,5.0,of,6.745377202882196,1.9578613743399442,13.186908585814741,5.270710599740328
en,1333,6.0,1946,7.322684260786526,2.5611717509356486,15.368521573053215,12.247945897646034
en,1333,7.0,were,8.85204155453309,1.3728093540990474,8.85204155453309,1.3728093540990474
